ScientificName,CommonName,Species,Week,Treatment_temp,Treatment_water,Dead_Count,PercentDead,Porometer_Est,Temperature_C,LeafSensor_PercentRH,FilterSensor_PercentRH
Pinus ponderosa,Ponderosa Pine,PIPO,1,Ambient_HW,Drought,0,0,134.35,26.38,34.98,16.37
Pinus ponderosa,Ponderosa Pine,PIPO,1,Ambient_HW,Watered,0,0,105,26.1,32.5666666666667,14.8666666666667
Pinus ponderosa,Ponderosa Pine,PIPO,2,Ambient,Drought,0,0,142.99,25.11,39.5,17.77
Pinus ponderosa,Ponderosa Pine,PIPO,2,Ambient,Watered,0,0,145,24.1333333333333,40.7333333333333,18.3
Pinus ponderosa,Ponderosa Pine,PIPO,2,Ambient_HW,Drought,0,0,180.29,25.21,43.23,19.42
Pinus ponderosa,Ponderosa Pine,PIPO,2,Ambient_HW,Watered,0,0,139.266666666667,24.5666666666667,40.7333333333333,18.4
Pinus ponderosa,Ponderosa Pine,PIPO,3,Ambient,Drought,0,0,163.2,25.38,38.51,17.01
Pinus ponderosa,Ponderosa Pine,PIPO,3,Ambient,Watered,0,0,143.133333333333,25.5666666666667,35.2666666666667,15.4666666666667
Pinus ponderosa,Ponderosa Pine,PIPO,3,Ambient_HW,Drought,0,0,179.48,25.37,40.47,18.03
Pinus ponderosa,Ponderosa Pine,PIPO,3,Ambient_HW,Watered,0,0,178.333333333333,25.3666666666667,41.6333333333333,18.8
Pinus ponderosa,Ponderosa Pine,PIPO,4,Ambient,Drought,0,0,179.27,25.08,39.84,18.08
Pinus ponderosa,Ponderosa Pine,PIPO,4,Ambient_HW,Drought,0,0,234.66,25.62,44.5,20.13
Pinus ponderosa,Ponderosa Pine,PIPO,5,Ambient,Drought,0,0,137.28,24.2,33.96,14.6
Pinus ponderosa,Ponderosa Pine,PIPO,5,Ambient,Watered,0,0,139.466666666667,24.1666666666667,33.4666666666667,14.4
Pinus ponderosa,Ponderosa Pine,PIPO,5,Ambient_HW,Drought,0,0,240.33,24.26,43.06,17.96
Pinus ponderosa,Ponderosa Pine,PIPO,5,Ambient_HW,Watered,0,0,214.3,23.8333333333333,42.7,18.4333333333333
Pinus ponderosa,Ponderosa Pine,PIPO,6,Ambient,Drought,0,0,85.43,23.13,26.15,11.32
Pinus ponderosa,Ponderosa Pine,PIPO,6,Ambient,Watered,0,0,98.0666666666667,23.0333333333333,27.9333333333333,12.1333333333333
Pinus ponderosa,Ponderosa Pine,PIPO,6,Ambient_HW,Drought,0,0,86.34,23.49,26.45,11.57
Pinus ponderosa,Ponderosa Pine,PIPO,6,Ambient_HW,Watered,0,0,79.2,23.5333333333333,25.1,10.9333333333333
Pinus ponderosa,Ponderosa Pine,PIPO,7,Ambient,Drought,0,0,81.84,24.88,23.91,10.77
Pinus ponderosa,Ponderosa Pine,PIPO,7,Ambient,Watered,0,0,91.5666666666667,24.6,25.6,11.5333333333333
Pinus ponderosa,Ponderosa Pine,PIPO,7,Ambient_HW,Drought,0,0,85.29,24.53,24.29,10.97
Pinus ponderosa,Ponderosa Pine,PIPO,7,Ambient_HW,Watered,0,0,70.4333333333333,23.8333333333333,21.4333333333333,9.3
Pinus ponderosa,Ponderosa Pine,PIPO,8,Ambient,Drought,0,0,55.6,23.24,17.46,7.47
Pinus ponderosa,Ponderosa Pine,PIPO,8,Ambient,Watered,0,0,115.766666666667,23.1333333333333,28.2666666666667,12.3
Pinus ponderosa,Ponderosa Pine,PIPO,8,Ambient_HW,Drought,0,0,61,23.58,18.26,7.65
Pinus ponderosa,Ponderosa Pine,PIPO,8,Ambient_HW,Watered,0,0,66.3666666666667,23.5,19.5,8.3
Pinus ponderosa,Ponderosa Pine,PIPO,9,Ambient,Drought,0,0,55.48,24.58,18.84,7.9
Pinus ponderosa,Ponderosa Pine,PIPO,9,Ambient,Watered,0,0,76.1666666666667,24.2333333333333,23.2333333333333,9.73333333333333
Pinus ponderosa,Ponderosa Pine,PIPO,9,Ambient_HW,Drought,0,0,52.98,25.1,18.28,7.66
Pinus ponderosa,Ponderosa Pine,PIPO,9,Ambient_HW,Watered,0,0,70.3666666666667,24.4,22.4333333333333,9.53333333333333
Pinus ponderosa,Ponderosa Pine,PIPO,10,Ambient,Drought,5,25,43.02,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,10,Ambient,Watered,0,0,111.8,23.3333333333333,23.4666666666667,9.7
Pinus ponderosa,Ponderosa Pine,PIPO,10,Ambient_HW,Drought,6,30,57.82,23.66,15.96,6.42
Pinus ponderosa,Ponderosa Pine,PIPO,10,Ambient_HW,Watered,0,0,75.8666666666667,23.6333333333333,19.5,8.03333333333333
Pinus ponderosa,Ponderosa Pine,PIPO,11,Ambient,Drought,6,30,51.88,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,11,Ambient,Watered,1,5,92.3,22.5666666666667,22.8,9.96666666666667
Pinus ponderosa,Ponderosa Pine,PIPO,11,Ambient_HW,Drought,8,40,66.35,22.56,18.73,8.11
Pinus ponderosa,Ponderosa Pine,PIPO,11,Ambient_HW,Watered,0,0,73.5666666666667,22.8333333333333,19.9,8.5
Pinus ponderosa,Ponderosa Pine,PIPO,12,Ambient,Drought,9,45,52.02,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,12,Ambient,Watered,1,5,90.0333333333333,21.3,21.9,9.36666666666667
Pinus ponderosa,Ponderosa Pine,PIPO,12,Ambient_HW,Drought,9,45,58.14,21.31,16.76,7.03
Pinus ponderosa,Ponderosa Pine,PIPO,12,Ambient_HW,Watered,0,0,87.7666666666667,21.4666666666667,22.4666666666667,9.76666666666667
Pinus ponderosa,Ponderosa Pine,PIPO,13,Ambient,Drought,10,50,39.75,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,13,Ambient,Watered,1,5,63.5,22.2,16.8333333333333,6.7
Pinus ponderosa,Ponderosa Pine,PIPO,13,Ambient_HW,Drought,9,45,47.27,21.61,13.85,5.49
Pinus ponderosa,Ponderosa Pine,PIPO,13,Ambient_HW,Watered,0,0,73.6666666666667,21.3,19.6333333333333,8.13333333333333
Pinus ponderosa,Ponderosa Pine,PIPO,14,Ambient,Drought,10,50,25.7,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,14,Ambient,Watered,1,5,96.0333333333333,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,14,Ambient_HW,Drought,10,50,15.47,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,14,Ambient_HW,Watered,0,0,92.0333333333333,22.4333333333333,23.1666666666667,9.96666666666667
Pinus ponderosa,Ponderosa Pine,PIPO,15,Ambient,Drought,10,50,6.34,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,15,Ambient,Watered,1,5,57.8,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,15,Ambient_HW,Drought,10,50,6.38,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,15,Ambient_HW,Watered,0,0,72.5333333333333,22.8,20.0666666666667,8.26666666666667
Pinus ponderosa,Ponderosa Pine,PIPO,16,Ambient,Drought,10,50,0,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,16,Ambient,Watered,1,5,49.2,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,16,Ambient_HW,Drought,10,50,6.47,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,16,Ambient_HW,Watered,0,0,98.5333333333333,20.4,23.9333333333333,10.0333333333333
Pseudotsuga menziesii,Douglas fir,PSME,1,Ambient,Drought,0,0,125.6,25.34,34.7,15.82
Pseudotsuga menziesii,Douglas fir,PSME,1,Ambient,Watered,0,0,86.6666666666667,25.1,27.9,12.2333333333333
Pseudotsuga menziesii,Douglas fir,PSME,1,Ambient_HW,Drought,0,0,124.48,25.66,33.71,15.2
Pseudotsuga menziesii,Douglas fir,PSME,1,Ambient_HW,Watered,0,0,135.3,25.3,35.2333333333333,15.8666666666667
Pseudotsuga menziesii,Douglas fir,PSME,2,Ambient,Drought,0,0,294.13,25,49.75,23.04
Pseudotsuga menziesii,Douglas fir,PSME,2,Ambient_HW,Drought,0,0,266.8,24.73,47.46,21.81
Pseudotsuga menziesii,Douglas fir,PSME,3,Ambient,Drought,0,0,299.75,23.89,47.76,21.34
Pseudotsuga menziesii,Douglas fir,PSME,3,Ambient,Watered,0,0,152.533333333333,23.2666666666667,37,16.4333333333333
Pseudotsuga menziesii,Douglas fir,PSME,3,Ambient_HW,Drought,0,0,246.38,23.79,44.81,20
Pseudotsuga menziesii,Douglas fir,PSME,3,Ambient_HW,Watered,0,0,236.866666666667,23.8333333333333,43.7666666666667,19.5666666666667
Pseudotsuga menziesii,Douglas fir,PSME,4,Ambient,Drought,0,0,321.51,23.62,48.67,21.71
Pseudotsuga menziesii,Douglas fir,PSME,4,Ambient,Watered,0,0,298,23.5666666666667,47.2666666666667,21.0333333333333
Pseudotsuga menziesii,Douglas fir,PSME,4,Ambient_HW,Drought,0,0,277.9,23.64,46.25,20.56
Pseudotsuga menziesii,Douglas fir,PSME,4,Ambient_HW,Watered,0,0,282.133333333333,23.6,46.9666666666667,21.0333333333333
Pseudotsuga menziesii,Douglas fir,PSME,5,Ambient,Drought,0,0,255.62,24.89,43.4,19.97
Pseudotsuga menziesii,Douglas fir,PSME,5,Ambient,Watered,0,0,168.233333333333,23.9333333333333,36.3333333333333,16.7333333333333
Pseudotsuga menziesii,Douglas fir,PSME,5,Ambient_HW,Drought,0,0,181.69,24.04,38.15,17.66
Pseudotsuga menziesii,Douglas fir,PSME,5,Ambient_HW,Watered,0,0,189.4,24.1,38.5666666666667,17.7
Pseudotsuga menziesii,Douglas fir,PSME,6,Ambient,Drought,0,0,187.3,22.1,35.66,15.71
Pseudotsuga menziesii,Douglas fir,PSME,6,Ambient,Watered,0,0,168.766666666667,21.4333333333333,32.5,14.3333333333333
Pseudotsuga menziesii,Douglas fir,PSME,6,Ambient_HW,Drought,0,0,177.91,21.61,33.93,14.91
Pseudotsuga menziesii,Douglas fir,PSME,6,Ambient_HW,Watered,0,0,218.1,21.2333333333333,40.0666666666667,18.0666666666667
Pseudotsuga menziesii,Douglas fir,PSME,7,Ambient,Drought,0,0,129.84,24.15,31.32,13.43
Pseudotsuga menziesii,Douglas fir,PSME,7,Ambient,Watered,0,0,117.433333333333,24.2666666666667,28.2,12
Pseudotsuga menziesii,Douglas fir,PSME,7,Ambient_HW,Drought,0,0,116.72,24.19,29.28,12.38
Pseudotsuga menziesii,Douglas fir,PSME,7,Ambient_HW,Watered,0,0,148.766666666667,23.9,33.5,14.5
Pseudotsuga menziesii,Douglas fir,PSME,8,Ambient,Drought,0,0,134.23,22.25,28.76,12.19
Pseudotsuga menziesii,Douglas fir,PSME,8,Ambient,Watered,0,0,149.833333333333,22.8333333333333,29.7666666666667,12.2666666666667
Pseudotsuga menziesii,Douglas fir,PSME,8,Ambient_HW,Drought,0,0,80.91,21.92,20.39,8.35
Pseudotsuga menziesii,Douglas fir,PSME,8,Ambient_HW,Watered,0,0,124.533333333333,21.6333333333333,27.8333333333333,11.7333333333333
Pseudotsuga menziesii,Douglas fir,PSME,9,Ambient,Drought,0,0,198.14,22.84,35.54,15.82
Pseudotsuga menziesii,Douglas fir,PSME,9,Ambient,Watered,0,0,204.633333333333,22.4333333333333,36.3666666666667,16.1666666666667
Pseudotsuga menziesii,Douglas fir,PSME,9,Ambient_HW,Drought,0,0,99.56,22.13,23.75,10.45
Pseudotsuga menziesii,Douglas fir,PSME,9,Ambient_HW,Watered,0,0,118.666666666667,21.3666666666667,27.1666666666667,11.8666666666667
Pseudotsuga menziesii,Douglas fir,PSME,10,Ambient,Drought,0,0,148.23,21.05,30.95,13.74
Pseudotsuga menziesii,Douglas fir,PSME,10,Ambient,Watered,0,0,152.433333333333,21.4,30.9333333333333,13.6
Pseudotsuga menziesii,Douglas fir,PSME,10,Ambient_HW,Drought,0,0,99.84,21.08,24.43,10.66
Pseudotsuga menziesii,Douglas fir,PSME,10,Ambient_HW,Watered,0,0,204.933333333333,20.9333333333333,37.1333333333333,16.5
Pseudotsuga menziesii,Douglas fir,PSME,11,Ambient,Drought,0,0,58.08,21.04,15.94,6.49
Pseudotsuga menziesii,Douglas fir,PSME,11,Ambient,Watered,0,0,109.9,21.8,25.9333333333333,11.2
Pseudotsuga menziesii,Douglas fir,PSME,11,Ambient_HW,Drought,0,0,47.03,21.48,13.22,4.98
Pseudotsuga menziesii,Douglas fir,PSME,11,Ambient_HW,Watered,0,0,109.3,21.7,25.6,10.8333333333333
Pseudotsuga menziesii,Douglas fir,PSME,12,Ambient,Drought,0,0,101.17,22.28,24.57,10.69
Pseudotsuga menziesii,Douglas fir,PSME,12,Ambient,Watered,0,0,141.4,21.7333333333333,30.5333333333333,13.4
Pseudotsuga menziesii,Douglas fir,PSME,12,Ambient_HW,Drought,0,0,97.55,22.47,23.69,10.18
Pseudotsuga menziesii,Douglas fir,PSME,12,Ambient_HW,Watered,0,0,221,22.5666666666667,37.9666666666667,16.6666666666667
Pseudotsuga menziesii,Douglas fir,PSME,13,Ambient,Drought,0,0,62.6,21.71,17.82,7.16
Pseudotsuga menziesii,Douglas fir,PSME,13,Ambient,Watered,0,0,121.066666666667,21.9,27.8,11.8
Pseudotsuga menziesii,Douglas fir,PSME,13,Ambient_HW,Drought,0,0,81.39,21.13,21.12,8.69
Pseudotsuga menziesii,Douglas fir,PSME,13,Ambient_HW,Watered,0,0,152.4,21.0666666666667,31.8666666666667,13.5333333333333
Pseudotsuga menziesii,Douglas fir,PSME,14,Ambient,Drought,0,0,75.68,19.54,19.97,8.35
Pseudotsuga menziesii,Douglas fir,PSME,14,Ambient,Watered,0,0,165.7,19.5666666666667,32.2,13.6666666666667
Pseudotsuga menziesii,Douglas fir,PSME,14,Ambient_HW,Drought,0,0,81.17,19.56,21.14,8.99
Pseudotsuga menziesii,Douglas fir,PSME,14,Ambient_HW,Watered,0,0,189.633333333333,19.5,34.6333333333333,14.6333333333333
Pseudotsuga menziesii,Douglas fir,PSME,15,Ambient,Drought,1,5,81.36,18.35,22.43,10.03
Pseudotsuga menziesii,Douglas fir,PSME,15,Ambient,Watered,0,0,167.966666666667,18.3333333333333,34.0333333333333,15.4
Pseudotsuga menziesii,Douglas fir,PSME,15,Ambient_HW,Drought,4,20,85.95,18.44,22.98,10.15
Pseudotsuga menziesii,Douglas fir,PSME,15,Ambient_HW,Watered,0,0,145.3,18.3666666666667,31.3,13.7666666666667
Pseudotsuga menziesii,Douglas fir,PSME,16,Ambient,Drought,1,5,47.03,21.59,13.55,5.24
Pseudotsuga menziesii,Douglas fir,PSME,16,Ambient,Watered,0,0,92.0666666666667,21.5666666666667,22.7333333333333,9.4
Pseudotsuga menziesii,Douglas fir,PSME,16,Ambient_HW,Drought,4,20,43.96,21.58,12.66,4.75
Pseudotsuga menziesii,Douglas fir,PSME,16,Ambient_HW,Watered,0,0,97.4333333333333,21.4,23.7666666666667,9.96666666666667
Pseudotsuga menziesii,Douglas fir,PSME,19,Ambient,Drought,4,20,28.24,19.94,17.32,8.06
Pseudotsuga menziesii,Douglas fir,PSME,19,Ambient,Watered,0,0,58.8666666666667,19.9333333333333,27.8666666666667,13
Pseudotsuga menziesii,Douglas fir,PSME,19,Ambient_HW,Drought,8,40,28.77,20.21,17.68,8.3
Pseudotsuga menziesii,Douglas fir,PSME,19,Ambient_HW,Watered,0,0,52.8666666666667,20.1333333333333,26.6666666666667,12.7333333333333
Pseudotsuga menziesii,Douglas fir,PSME,20,Ambient,Drought,5,25,62.95,20.42,20.5,8.9
Pseudotsuga menziesii,Douglas fir,PSME,20,Ambient,Watered,0,0,98.2333333333333,20.4,26.4333333333333,11.6
Pseudotsuga menziesii,Douglas fir,PSME,20,Ambient_HW,Drought,9,45,64.15,20.66,20.49,8.73
Pseudotsuga menziesii,Douglas fir,PSME,20,Ambient_HW,Watered,0,0,192.733333333333,20.5,37.9333333333333,16.9333333333333
Pseudotsuga menziesii,Douglas fir,PSME,21,Ambient,Drought,9,45,53.47,18.85,16.61,7.32
Pseudotsuga menziesii,Douglas fir,PSME,21,Ambient,Watered,0,0,121.833333333333,19.0333333333333,28,12.7666666666667
Pseudotsuga menziesii,Douglas fir,PSME,21,Ambient_HW,Drought,10,50,58.75,18.86,17.91,7.92
Pseudotsuga menziesii,Douglas fir,PSME,21,Ambient_HW,Watered,0,0,113.366666666667,18.8333333333333,28.4666666666667,13.2
Pseudotsuga menziesii,Douglas fir,PSME,22,Ambient,Drought,10,50,16.33,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,22,Ambient,Watered,0,0,67.6333333333333,17.8666666666667,27.1666666666667,12.5333333333333
Pseudotsuga menziesii,Douglas fir,PSME,22,Ambient_HW,Drought,10,50,5.57,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,22,Ambient_HW,Watered,0,0,79.5666666666667,17.5333333333333,30.2333333333333,13.7666666666667
Pseudotsuga menziesii,Douglas fir,PSME,23,Ambient,Drought,10,50,13.94,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,23,Ambient,Watered,0,0,73.2,20.7,28.8666666666667,14.1666666666667
Pseudotsuga menziesii,Douglas fir,PSME,23,Ambient_HW,Drought,10,50,3.21,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,23,Ambient_HW,Watered,0,0,76.5333333333333,20.5666666666667,29.6666666666667,14.5
Pseudotsuga menziesii,Douglas fir,PSME,24,Ambient,Drought,10,50,6.36,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,24,Ambient,Watered,0,0,105.133333333333,19.4333333333333,27.1,11.9666666666667
Pseudotsuga menziesii,Douglas fir,PSME,24,Ambient_HW,Drought,10,50,0,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,24,Ambient_HW,Watered,0,0,112.6,19.5666666666667,28.9666666666667,12.8333333333333
