ScientificName,Species,Treatment_temp,Treatment_water,Week,SampleSize_Weekly_PercentBrown,Dead_Count,PercentBrown,PercentBrown_Est,PercentGreen_Est,SD_PercentBrown
Pinus flexilis,PIFL,Ambient,Watered,24,5,0,16,16,84,8.21583836257749
Pinus flexilis,PIFL,Ambient,Watered,24.5,5,0,16,16,84,8.21583836257749
Pinus flexilis,PIFL,Ambient,Watered,25,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,25.5,5,0,16,16,84,8.21583836257749
Pinus flexilis,PIFL,Ambient,Watered,26,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,26.5,5,0,18,18,82,17.8885438199983
Pinus flexilis,PIFL,Ambient,Watered,27,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,27.5,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,28,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,28.5,5,0,16,16,84,8.21583836257749
Pinus flexilis,PIFL,Ambient,Watered,29,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,29.5,5,0,16,16,84,8.21583836257749
Pinus flexilis,PIFL,Ambient,Watered,30,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,30.5,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,31,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,31.5,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,32,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,32.5,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,33,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,33.5,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,34,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,34.5,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,35,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,35.5,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient,Watered,36,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient_HW,Drought,1,20,0,11,11,89,3.35410196624968
Pinus flexilis,PIFL,Ambient_HW,Drought,1.5,20,0,11,11,89,3.35410196624968
Pinus flexilis,PIFL,Ambient_HW,Drought,2,20,0,11,11,89,3.35410196624968
Pinus flexilis,PIFL,Ambient_HW,Drought,2.5,20,0,12,12,88,4.61690258438319
Pinus flexilis,PIFL,Ambient_HW,Drought,3,20,0,13,13,87,9.38573946277851
Pinus flexilis,PIFL,Ambient_HW,Drought,3.5,20,0,13,13,87,9.38573946277851
Pinus flexilis,PIFL,Ambient_HW,Drought,4,20,0,12,12,88,8.94427190999916
Pinus flexilis,PIFL,Ambient_HW,Drought,4.5,20,0,15,15,85,14.9098166178846
Pinus flexilis,PIFL,Ambient_HW,Drought,5,20,0,12,12,88,8.94427190999916
Pinus flexilis,PIFL,Ambient_HW,Drought,5.5,20,0,14,14,86,14.7434195847718
Pinus flexilis,PIFL,Ambient_HW,Drought,6,20,0,13,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,6.5,20,0,13,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,7,20,0,14,14,86,14.7434195847718
Pinus flexilis,PIFL,Ambient_HW,Drought,8,20,1,14,14,86,14.7434195847718
Pinus flexilis,PIFL,Ambient_HW,Drought,8.5,20,1,13,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,9,20,1,13,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,9.5,20,1,14,14,86,14.7434195847718
Pinus flexilis,PIFL,Ambient_HW,Drought,10,20,1,13,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,10.5,20,1,13,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,11,20,1,13,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,11.5,20,1,13,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,12,20,1,13,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,12.5,20,1,10,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,13,20,1,10,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,13.5,20,1,10,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,14,20,1,10,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,14.5,20,1,11,14,86,14.7434195847718
Pinus flexilis,PIFL,Ambient_HW,Drought,15,20,1,10,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,15.5,20,1,11,14,86,14.7434195847718
Pinus flexilis,PIFL,Ambient_HW,Drought,16.5,20,1,12,15,85,14.9098166178846
Pinus flexilis,PIFL,Ambient_HW,Drought,17,20,1,12,15,85,14.9098166178846
Pinus flexilis,PIFL,Ambient_HW,Drought,17.5,20,1,14,18,82,16.8194749276577
Pinus flexilis,PIFL,Ambient_HW,Drought,18,20,1,17,20,80,18.202082009311
Pinus flexilis,PIFL,Ambient_HW,Drought,18.5,20,1,11,14,86,14.7434195847718
Pinus flexilis,PIFL,Ambient_HW,Drought,19,20,1,11,14,86,14.7434195847718
Pinus flexilis,PIFL,Ambient_HW,Drought,19.5,20,1,12,15,85,14.9098166178846
Pinus flexilis,PIFL,Ambient_HW,Drought,20,20,1,12,15,85,14.9098166178846
Pinus flexilis,PIFL,Ambient_HW,Drought,20.5,20,1,10,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,21,20,1,10,13,87,14.5344418537486
Pinus flexilis,PIFL,Ambient_HW,Drought,21.5,20,1,11,14,86,14.7434195847718
Pinus flexilis,PIFL,Ambient_HW,Drought,22,20,1,12,15,85,14.9098166178846
Pinus flexilis,PIFL,Ambient_HW,Drought,22.5,20,1,11,14,86,14.7434195847718
Pinus flexilis,PIFL,Ambient_HW,Drought,23,20,1,14,17,83,15.1657508881031
Pinus flexilis,PIFL,Ambient_HW,Drought,23.5,20,1,23,26,74,17.6665011577815
Pinus flexilis,PIFL,Ambient_HW,Drought,24,20,1,30,32,68,18.0204562124621
Pinus flexilis,PIFL,Ambient_HW,Drought,24.5,20,1,37,39,61,22.8035085019828
Pinus flexilis,PIFL,Ambient_HW,Drought,25,20,1,31,33,67,19.1582742877382
Pinus flexilis,PIFL,Ambient_HW,Drought,25.5,20,2,48,49,51,21.1059358076298
Pinus flexilis,PIFL,Ambient_HW,Drought,26,20,2,41,42,58,23.0830879079992
Pinus flexilis,PIFL,Ambient_HW,Drought,26.5,20,2,44,46,54,23.3733991852637
Pinus flexilis,PIFL,Ambient_HW,Drought,27,20,8,52,54,46,22.010762917503
Pinus flexilis,PIFL,Ambient_HW,Drought,27.5,20,10,51,52,48,17.9546211614902
Pinus flexilis,PIFL,Ambient_HW,Drought,28,20,11,60,61,39,19.7534140953166
Pinus flexilis,PIFL,Ambient_HW,Drought,28.5,20,12,60,61,39,18.0113268455392
Pinus flexilis,PIFL,Ambient_HW,Drought,29,20,13,66,66,34,18.5032002921827
Pinus flexilis,PIFL,Ambient_HW,Drought,29.5,20,15,68,70,30,17.2042681362871
Pinus flexilis,PIFL,Ambient_HW,Drought,30,20,16,70,71,29,17.7408241664603
Pinus flexilis,PIFL,Ambient_HW,Drought,30.5,20,18,76,76,24,13.3869535860774
Pinus flexilis,PIFL,Ambient_HW,Drought,31,20,18,79,78,22,13.9924791829115
Pinus flexilis,PIFL,Ambient_HW,Drought,31.5,20,18,80,79,21,12.3836692122284
Pinus flexilis,PIFL,Ambient_HW,Drought,32,20,19,84,80,20,10.3745640364966
Pinus flexilis,PIFL,Ambient_HW,Drought,32.5,20,19,76,79,21,12.3836692122284
Pinus flexilis,PIFL,Ambient_HW,Drought,33,20,19,81,80,20,10.3745640364966
Pinus flexilis,PIFL,Ambient_HW,Drought,33.5,20,19,62,79,21,12.3836692122284
Pinus flexilis,PIFL,Ambient_HW,Drought,34,20,20,75,80,20,10.3745640364966
Pinus flexilis,PIFL,Ambient_HW,Drought,34.5,20,20,90,82,18,10.5630936457281
Pinus flexilis,PIFL,Ambient_HW,Drought,35,20,20,90,82,18,10.5630936457281
Pinus flexilis,PIFL,Ambient_HW,Drought,35.5,20,20,90,82,18,10.5630936457281
Pinus flexilis,PIFL,Ambient_HW,Drought,36,20,20,90,82,18,10.5630936457281
Pinus flexilis,PIFL,Ambient_HW,Watered,1,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,1.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,2,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,2.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,3,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,3.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,4,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,4.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,5.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,6,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,6.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,7,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,8,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,8.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,9,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,9.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,10,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,10.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,11,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,11.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,12,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,12.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,13,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,13.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,14,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,14.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,15,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,15.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,16.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,17,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,17.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,18,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,18.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,19,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,19.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,20,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,20.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,21,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,21.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,22,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,22.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,23,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,23.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,24,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,24.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,25,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,25.5,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient_HW,Watered,26,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient_HW,Watered,26.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,27,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient_HW,Watered,27.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,28,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,28.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,29,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,29.5,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient_HW,Watered,30,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,30.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,31,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,31.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,32,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,32.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,33,5,0,13,13,87,6.70820393249937
Pinus flexilis,PIFL,Ambient_HW,Watered,33.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,34,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,34.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,35,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,35.5,5,0,10,10,90,0
Pinus flexilis,PIFL,Ambient_HW,Watered,36,5,0,10,10,90,0
Pinus ponderosa,PIPO,Ambient,Drought,1,20,0,11,11,89,3.35410196624968
Pinus ponderosa,PIPO,Ambient,Drought,1.5,20,0,11,11,89,3.35410196624968
Pinus ponderosa,PIPO,Ambient,Drought,2,20,0,11,11,89,3.35410196624968
Pinus ponderosa,PIPO,Ambient,Drought,2.5,20,0,13,13,87,6.15587011251092
Pinus ponderosa,PIPO,Ambient,Drought,3,20,0,13,13,87,6.15587011251092
Pinus ponderosa,PIPO,Ambient,Drought,3.5,20,0,17,17,83,10.5724318767951
Pinus ponderosa,PIPO,Ambient,Drought,4,20,0,16,16,84,10.5256578741763
Pinus ponderosa,PIPO,Ambient,Drought,4.5,20,0,22,22,78,11.8627013875646
Pinus ponderosa,PIPO,Ambient,Drought,5,20,1,25,25,75,19.5660151121382
Pinus ponderosa,PIPO,Ambient,Drought,5.5,20,1,29,29,71,21.2302539836556
Pinus ponderosa,PIPO,Ambient,Drought,6,20,1,31,31,69,20.2792997906732
Pinus ponderosa,PIPO,Ambient,Drought,6.5,20,1,37,37,63,22.2589426145042
Pinus ponderosa,PIPO,Ambient,Drought,7,20,1,22,22,78,21.8547838915732
Pinus ponderosa,PIPO,Ambient,Drought,7.5,20,1,40,40,60,25.0263019536184
Pinus ponderosa,PIPO,Ambient,Drought,8,20,1,46,46,54,26.421432687558
Pinus ponderosa,PIPO,Ambient,Drought,8.5,20,1,45,45,55,27.241609041279
Pinus ponderosa,PIPO,Ambient,Drought,9,20,1,45,45,55,27.241609041279
Pinus ponderosa,PIPO,Ambient,Drought,10,20,9,59,59,41,27.8907643646083
Pinus ponderosa,PIPO,Ambient,Drought,10.5,20,11,64,64,36,25.6289310206875
Pinus ponderosa,PIPO,Ambient,Drought,11,20,12,70,70,30,19.8679853559757
Pinus ponderosa,PIPO,Ambient,Drought,11.5,20,13,73,73,27,17.2653440528464
Pinus ponderosa,PIPO,Ambient,Drought,12,20,17,68,68,32,16.9441808051583
Pinus ponderosa,PIPO,Ambient,Drought,12.5,20,19,74,74,26,18.8554054793174
Pinus ponderosa,PIPO,Ambient,Drought,13,20,20,71,71,29,18.6572266230316
Pinus ponderosa,PIPO,Ambient,Drought,13.5,20,20,81,81,19,10.4974934351517
Pinus ponderosa,PIPO,Ambient,Drought,14,20,20,66,78,22,13.9924791829115
Pinus ponderosa,PIPO,Ambient,Drought,14.5,20,20,67,81,19,10.4974934351517
Pinus ponderosa,PIPO,Ambient,Drought,15,20,20,80,83,17,7.65626678301061
Pinus ponderosa,PIPO,Ambient,Drought,15.5,20,20,NA,83,17,7.65626678301061
Pinus ponderosa,PIPO,Ambient,Drought,16,20,20,NA,83,17,7.65626678301061
Pinus ponderosa,PIPO,Ambient,Watered,1,5,0,13,13,87,6.70820393249937
Pinus ponderosa,PIPO,Ambient,Watered,1.5,5,0,13,13,87,6.70820393249937
Pinus ponderosa,PIPO,Ambient,Watered,2,5,0,13,13,87,6.70820393249937
Pinus ponderosa,PIPO,Ambient,Watered,2.5,5,0,13,13,87,6.70820393249937
Pinus ponderosa,PIPO,Ambient,Watered,3,5,0,16,16,84,8.21583836257749
Pinus ponderosa,PIPO,Ambient,Watered,3.5,5,0,13,13,87,6.70820393249937
Pinus ponderosa,PIPO,Ambient,Watered,4,5,0,13,13,87,6.70820393249937
Pinus ponderosa,PIPO,Ambient,Watered,4.5,5,0,13,13,87,6.70820393249937
Pinus ponderosa,PIPO,Ambient,Watered,5,5,0,13,13,87,6.70820393249937
Pinus ponderosa,PIPO,Ambient,Watered,5.5,5,0,16,16,84,8.21583836257749
Pinus ponderosa,PIPO,Ambient,Watered,6,5,0,10,10,90,0
Pinus ponderosa,PIPO,Ambient,Watered,6.5,5,0,25,25,75,0
Pinus ponderosa,PIPO,Ambient,Watered,7,5,0,10,10,90,0
Pinus ponderosa,PIPO,Ambient,Watered,7.5,5,0,25,25,75,0
Pinus ponderosa,PIPO,Ambient,Watered,8,5,0,22,22,78,6.70820393249937
Pinus ponderosa,PIPO,Ambient,Watered,8.5,5,0,22,22,78,6.70820393249937
Pinus ponderosa,PIPO,Ambient,Watered,9,5,0,22,22,78,6.70820393249937
Pinus ponderosa,PIPO,Ambient,Watered,10,5,0,16,16,84,8.21583836257749
Pinus ponderosa,PIPO,Ambient,Watered,10.5,5,0,24,24,76,16.3554272337961
Pinus ponderosa,PIPO,Ambient,Watered,11,5,1,26,26,74,28.1513765205185
Pinus ponderosa,PIPO,Ambient,Watered,11.5,5,1,29,29,71,26.7861904719577
Pinus ponderosa,PIPO,Ambient,Watered,12,5,1,32,32,68,24.8997991959775
Pinus ponderosa,PIPO,Ambient,Watered,12.5,5,1,35,35,65,31.4245127249413
Pinus ponderosa,PIPO,Ambient,Watered,13,5,1,26,26,74,35.7770876399966
Pinus ponderosa,PIPO,Ambient,Watered,13.5,5,1,29,29,71,34.7131099154196
Pinus ponderosa,PIPO,Ambient,Watered,14,5,1,18,32,68,33.2791225845875
Pinus ponderosa,PIPO,Ambient,Watered,14.5,5,1,18,32,68,33.2791225845875
Pinus ponderosa,PIPO,Ambient,Watered,15,5,1,18,32,68,33.2791225845875
Pinus ponderosa,PIPO,Ambient,Watered,15.5,5,1,18,32,68,33.2791225845875
Pinus ponderosa,PIPO,Ambient,Watered,16,5,1,18,32,68,33.2791225845875
Pinus ponderosa,PIPO,Ambient_HW,Drought,1,20,0,15,15,85,16.6603058037265
Pinus ponderosa,PIPO,Ambient_HW,Drought,1.5,20,0,16,16,84,12.6595085961003
Pinus ponderosa,PIPO,Ambient_HW,Drought,2,20,0,14,14,86,12.3117402250218
Pinus ponderosa,PIPO,Ambient_HW,Drought,2.5,20,0,17,17,83,12.8144655103437
Pinus ponderosa,PIPO,Ambient_HW,Drought,3,20,0,17,17,83,12.8144655103437
Pinus ponderosa,PIPO,Ambient_HW,Drought,3.5,20,1,21,21,79,22.1597073892899
Pinus ponderosa,PIPO,Ambient_HW,Drought,4,20,1,22,22,78,21.8547838915732
Pinus ponderosa,PIPO,Ambient_HW,Drought,4.5,20,2,25,25,75,23.4787137637478
Pinus ponderosa,PIPO,Ambient_HW,Drought,5,20,2,26,26,74,22.9344030248285
Pinus ponderosa,PIPO,Ambient_HW,Drought,5.5,20,2,29,29,71,22.8035085019828
Pinus ponderosa,PIPO,Ambient_HW,Drought,6,20,2,33,33,67,25.969364542415
Pinus ponderosa,PIPO,Ambient_HW,Drought,6.5,20,3,39,39,61,24.5806941788833
